Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HS,AS,H_av_goals,H_conceded,A_av_goals,A_conceded,H attack,A attack,H def,A def,lambda h,lambda a,P(0 0),P(0 1),P(1 0),P(1 1),h win,h draw,a win,A D,h p,a p,gd,h win rt,a win rt,gpg,P(h),P(d),P(A),exp_home_corners,exp_away_corners,exp_home_yellows,exp_away_yellows
2020-09-19,Besiktas,Antalyaspor,1,1,5.0,3.0,5.0,4.0,12.0,8.0,1.9680851063829787,0.9893617021276596,0.9361702127659576,1.648936170212766,1.232698467169984,0.7476526463563602,0.7901329103538808,1.0328014184397163,2.03264108948242,0.7396988947993777,0.07661476432463207,0.03214346553615043,0.11297245544147493,0.10809399139292555,0,1,0,1,1,1,0,61.70212765957447,19.148936170212767,1.7765957446808511,0.6618862899497485,0.22653194767093232,0.11152865730869732,5.285607549332679,3.951948213618822,2.4985834082709455,2.4665672913117542
2020-09-19,Genclerbirligi,Konyaspor,0,0,6.0,1.0,0.0,3.0,12.0,10.0,1.35,1.75,1.2659574468085106,1.5212765957446808,0.8455645161290323,1.0110302831409872,1.397600685518423,0.9528425989476093,1.2863375085792723,1.7693029954967276,0.06316938466532741,0.06724414996290928,0.04450007452054147,0.1232557466981612,0,1,0,1,1,1,0,30.0,27.659574468085108,1.1,0.2629824590262548,0.2652356502688946,0.4717640437038408,4.643910177679522,4.949478983432471,2.6152307988168886,1.6241213613806382
2020-09-20,Erzurum BB,Sivasspor,1,2,2.0,7.0,0.0,0.0,7.0,9.0,0.9,1.5,1.2765957446808511,1.7234042553191489,0.5637096774193548,1.0195263359404914,1.1979434447300772,1.0794440631434454,0.9714996568291008,1.5292895039107368,0.1002989198436893,0.10715402726782418,0.06140396683897668,0.14013650008804432,0,0,1,0,0,3,-1,10.0,32.97872340425532,1.1,0.22192078222195316,0.2939050017935332,0.4841692876822632,4.5693334075829055,4.720459154375297,2.541679059186676,2.041959035633817
2020-09-20,Kasimpasa,Rizespor,2,0,5.0,8.0,3.0,1.0,16.0,11.0,1.6595744680851063,1.627659574468085,1.118421052631579,2.039473684210526,1.039464653397392,0.8932034456320751,1.2998960783241262,1.2774122807017545,2.1199608062709965,1.4538311402309303,0.04101675092397529,0.027811471218660587,0.0464959356377121,0.09941719766998951,1,0,0,0,3,0,2,40.42553191489361,21.052631578947366,1.50531914893617,0.5157702509537612,0.23484111873567104,0.24931070706073258,5.2625797072719465,4.453032556493937,2.1854925439689437,1.7103181719204312
2020-09-20,Buyuksehyr,Galatasaray,0,2,5.0,2.0,3.0,1.0,12.0,12.0,1.6063829787234043,1.0851063829787233,1.946808510638298,0.9361702127659576,1.006148478609014,1.554777662309249,0.8665973855494175,0.5863646762754519,0.9419262352935452,1.687099165484504,0.08934672802080844,0.10452410202692618,0.05076081098025007,0.1318512100998472,0,0,1,0,0,3,-2,51.06382978723404,64.8936170212766,1.4361702127659577,0.19246133120735798,0.27564198784305227,0.5318853927949826,4.460140959621311,5.069027422209474,2.4259731604798582,1.6649465464025899
2020-09-20,Gaziantep,Karagumruk,2,2,7.0,7.0,2.0,2.0,14.0,11.0,1.4361702127659577,1.24468085106383,1.1842105263157894,1.7236842105263157,0.8995367192862045,0.9457448247869028,0.994038177541979,1.0796194114318052,1.5505172398222735,1.177150473404975,0.08326893026414078,0.05905483014714352,0.08346240456987253,0.13721303958415856,0,1,0,1,1,1,0,42.5531914893617,23.684210526315788,1.2393617021276595,0.44149428245380407,0.28732288071113465,0.2711768979858967,4.863903418593997,5.098314655534293,2.160233875354501,2.633664600662739
2020-09-21,Fenerbahce,Hatayspor,0,0,3.0,1.0,1.0,6.0,12.0,0.0,2.3191489361702127,1.1063829787234043,0.9787234042553192,1.9574468085106385,1.4525852207732783,0.7816368575543766,0.8835894911484258,1.2260352322123085,2.8433583044923747,0.8647897147410125,0.0335678257687547,0.012162220662187976,0.060682454745901185,0.0693444525383417,0,1,0,1,1,1,0,68.08510638297872,19.148936170212767,2.23936170212766,0.7707974501876551,0.15182782296330882,0.07663396805528266,7.939372624469478,2.516535863534001,2.1666864854591505,3.3702670093132334
2020-09-25,Karagumruk,Buyuksehyr,2,0,2.0,2.0,2.0,3.0,5.0,13.0,1.9078947368421053,1.1578947368421053,1.2659574468085106,1.3297872340425532,1.1949985851726088,1.0110302831409872,0.924728273124972,0.8329043697094486,1.589093863261448,1.1706666436369326,0.08097240208003266,0.05644583509424413,0.08293517700912932,0.13543530038472015,1,0,0,0,3,0,2,48.68421052631579,37.234042553191486,1.5460526315789471,0.45284613136833385,0.2839203261647478,0.26322634490910474,3.829651518155086,5.289173933838703,2.138051333167207,1.805044446721574
2020-09-26,Goztep,Gaziantep,2,2,2.0,4.0,3.0,1.0,13.0,9.0,1.5614035087719298,1.350877192982456,1.0425531914893618,1.797872340425532,0.977975853612526,0.8326131743514013,1.0788496519791335,1.1260867078471746,1.7582757368140096,1.124758147808033,0.07256638092879775,0.046345102246499174,0.08179973326135337,0.12727944243433853,0,1,0,1,1,1,0,38.59649122807017,18.08510638297873,1.3859649122807018,0.5054455692744076,0.26820040725659455,0.2263377822161839,5.307002338280215,3.848007650260855,2.404939628027094,2.6637571161914386
2020-09-26,Hatayspor,Kasimpasa,1,0,6.0,3.0,2.0,3.0,11.0,6.0,1.4574468085106382,1.4680851063829787,1.351063829787234,1.5957446808510638,0.9128631892015556,1.0789987055370198,1.172455286331565,0.9994852436513384,1.4566965785131207,1.584061929405412,0.06434290023421847,0.059171694266996526,0.05308380624467423,0.12683948096168116,1,0,0,0,3,0,1,37.234042553191486,29.78723404255319,1.2180851063829787,0.33532053041827764,0.2737063649129481,0.3909633715474655,4.3407961218176485,4.811087870934495,2.3794296443535257,2.1009585567479725
2020-09-26,Trabzonspor,Yeni Malatyaspor,3,1,5.0,5.0,1.0,2.0,10.0,9.0,1.925531914893617,1.074468085106383,0.7692307692307693,1.5128205128205128,1.2060455273392816,0.6143299716564499,0.8581013327499135,0.9475461814171492,1.8245304131542976,0.6600779482691643,0.09841683919928025,0.03996426113957032,0.13703091608254933,0.11544961009144017,1,0,0,0,3,0,2,60.63829787234043,12.82051282051282,1.648936170212766,0.6381172709738773,0.24845677116058773,0.11340423914137954,6.543209876543208,2.9946470807917334,1.412908048841266,1.8865904112922853
2020-09-26,Kayserispor,Erzurum BB,1,3,5.0,5.0,1.0,3.0,12.0,13.0,1.4148936170212767,1.25531914893617,1.3,1.9,0.8862102493708534,1.0382176520994002,1.002534230341483,1.19005376344086,1.6837994738046211,1.303294499443928,0.06703522594975864,0.04912863570974018,0.06831894212216719,0.1272777070152096,0,0,1,0,0,3,-2,40.42553191489361,40.0,1.2393617021276595,0.4473270448912434,0.2720578982860232,0.2806028193099183,5.430402371789623,4.779085254304256,2.117008851666865,2.5184912228723797
2020-09-27,Rizespor,Alanyaspor,1,1,4.0,6.0,2.0,1.0,11.0,12.0,1.4736842105263157,1.3289473684210529,1.1382978723404256,1.5638297872340423,0.9230333899264288,0.909077649546938,1.0613358589275246,0.9794955387783116,1.4434671097785643,1.2081163500557994,0.08899123290684954,0.06676803188930666,0.08336953991342337,0.14146383586311834,0,1,0,1,1,1,0,46.05263157894737,28.72340425531916,1.2960526315789471,0.4066908536345398,0.29569152258270176,0.2976140761701439,4.792079613305381,4.865789082682491,2.5327608870491787,2.0471849238968165
2020-09-27,Konyaspor,Besiktas,4,1,3.0,4.0,4.0,4.0,10.0,10.0,1.3829787234042554,1.0,1.5851063829787233,1.25531914893617,0.8662205444978266,1.2659118671261098,0.7986289631533848,0.7862617250057194,1.0873832367100376,1.2659118671261098,0.11468244452240071,0.1007047780450383,0.08373466265266129,0.1504737925687058,1,0,0,0,3,0,3,42.5531914893617,41.48936170212766,1.324468085106383,0.2975443260521291,0.31769837347917756,0.3847561356181753,4.137758611478409,5.209179686982685,2.6968602043359082,2.182407066998752
2020-09-27,Sivasspor,Ankaragucu,0,0,6.0,2.0,1.0,2.0,13.0,2.0,1.3085106382978724,1.053191489361702,1.1228070175438596,1.736842105263158,0.8195778997940975,0.8967062042423969,0.8411092271509052,1.0878607809847198,1.4234774049055376,0.9444033427659286,0.11256947412698302,0.06958037527507338,0.11445957618563578,0.144826618745138,0,1,0,1,1,1,0,35.1063829787234,17.543859649122805,1.2925531914893618,0.4623724027809882,0.30660425274463154,0.23102067845385915,4.68927114160165,4.205620565168679,1.686839201167634,2.4706350172096094
2020-09-27,Galatasaray,Fenerbahce,0,0,5.0,9.0,7.0,4.0,9.0,15.0,2.276595744680851,0.9042553191489362,2.1595744680851063,0.925531914893617,1.425932280942576,1.724698718299331,0.7221644879578479,0.5797014413177762,1.3197458344894055,1.559567989951523,0.07351595659786901,0.0702634095222557,0.056791808990730774,0.1329604105318311,0,1,0,1,1,1,0,74.46808510638297,68.08510638297872,2.1117021276595747,0.3056686478388173,0.2814767216456143,0.4128475576642244,5.536285976839504,4.768298856015329,2.7049982112418376,2.8334624459544018
