Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HS,AS,H_av_goals,H_conceded,A_av_goals,A_conceded,H attack,A attack,H def,A def,lambda h,lambda a,P(0 0),P(0 1),P(1 0),P(1 1),h win,h draw,a win,A D,h p,a p,gd,h win rt,a win rt,gpg,P(h),P(d),P(A),exp_home_corners,exp_away_corners,exp_home_yellows,exp_away_yellows,Post_P(h),Post_P(d),Post_P(A)
2020-09-18,Yeni Malatyaspor,Goztep,1,1,5.0,6.0,0.0,0.0,14.0,3.0,1.1794871794871795,1.6666666666666667,1.2105263157894737,1.912280701754386,0.7387648194099807,0.9667613764488342,1.331048271922308,1.1977457083569136,1.41272570729277,1.611268960748057,0.0652030265098853,0.0617220426829141,0.0520715177613615,0.1272387903872198,0,1,0,1,1,1,0,25.64102564102564,19.29824561403509,0.9743589743589745,0.3196494663429786,0.2738153426039308,0.4065251730738555,4.596425149502759,5.17647598393469,1.4658412790011413,1.5893225397394677,0.3196494663429786,0.2738153426039308,0.4065251730738555
2020-09-19,Genclerbirligi,Konyaspor,0,0,6.0,1.0,0.0,3.0,12.0,10.0,1.35,1.75,1.2659574468085106,1.5212765957446808,0.8455645161290323,1.0110302831409872,1.397600685518423,0.9528425989476093,1.2863375085792723,1.7693029954967276,0.0631693846653274,0.0672441499629092,0.0445000745205414,0.1232557466981612,0,1,0,1,1,1,0,30.0,27.659574468085108,1.1,0.2629824590262548,0.2652356502688946,0.4717640437038408,4.643910177679522,4.949478983432471,2.6152307988168886,1.6241213613806382,0.2629824590262548,0.2652356502688946,0.4717640437038408
2020-09-19,Besiktas,Antalyaspor,1,1,5.0,3.0,5.0,4.0,12.0,8.0,1.9680851063829787,0.9893617021276596,0.9361702127659576,1.648936170212766,1.232698467169984,0.7476526463563602,0.7901329103538808,1.0328014184397163,2.03264108948242,0.7396988947993777,0.076614764324632,0.0321434655361504,0.1129724554414749,0.1080939913929255,0,1,0,1,1,1,0,61.70212765957447,19.148936170212767,1.7765957446808511,0.6618862899497485,0.2265319476709323,0.1115286573086973,5.285607549332679,3.951948213618822,2.498583408270945,2.4665672913117542,0.6618862899497485,0.2265319476709323,0.1115286573086973
2020-09-19,Alanyaspor,Kayserispor,2,0,5.0,1.0,1.0,3.0,18.0,10.0,1.7872340425531914,1.3404255319148937,1.0638297872340423,1.8085106382978724,1.119423472889499,0.8496052799504094,1.070502652737516,1.1327499428048502,2.024489259481009,1.1388326092952297,0.0569086118171925,0.033532015233558,0.0709820440232644,0.1121140340617078,1,0,0,0,3,0,2,46.80851063829788,21.27659574468085,1.4627659574468086,0.5636798919382363,0.2418884102028989,0.1943799576730593,6.011059811406084,3.4927617127735187,1.752136202503155,2.1520894338941265,0.5636798919382363,0.2418884102028989,0.1943799576730593
2020-09-19,Denizlispor,Trabzonspor,0,0,7.0,7.0,3.0,0.0,9.0,13.0,0.85,1.35,1.372340425531915,1.2872340425531914,0.5323924731182795,1.095990811136028,1.0781491002570696,0.8062514298787462,0.6853137153969343,1.479587595033638,0.1322161318884179,0.1523444642469123,0.0611925932112468,0.1338206861818227,0,1,0,1,1,1,0,20.0,38.297872340425535,0.95,0.1550613102162297,0.2990778276695082,0.5458572198139003,4.425034798984687,4.419819873456773,2.526111875534946,1.868745701376617,0.1550613102162297,0.2990778276695082,0.5458572198139003
2020-09-20,Erzurum BB,Sivasspor,1,2,2.0,7.0,0.0,0.0,7.0,9.0,0.9,1.5,1.2765957446808511,1.7234042553191489,0.5637096774193548,1.0195263359404914,1.1979434447300772,1.0794440631434454,0.9714996568291008,1.5292895039107368,0.1002989198436893,0.1071540272678241,0.0614039668389766,0.1401365000880443,0,0,1,0,0,3,-1,10.0,32.97872340425532,1.1,0.2219207822219531,0.2939050017935332,0.4841692876822632,4.5693334075829055,4.720459154375297,2.541679059186676,2.041959035633817,0.2219207822219531,0.2939050017935332,0.4841692876822632
2020-09-20,Kasimpasa,Rizespor,2,0,5.0,8.0,3.0,1.0,16.0,11.0,1.6595744680851063,1.627659574468085,1.118421052631579,2.039473684210526,1.039464653397392,0.8932034456320751,1.2998960783241262,1.2774122807017545,2.1199608062709965,1.4538311402309303,0.0410167509239752,0.0278114712186605,0.0464959356377121,0.0994171976699895,1,0,0,0,3,0,2,40.42553191489361,21.052631578947366,1.50531914893617,0.5157702509537612,0.234841118735671,0.2493107070607325,5.2625797072719465,4.453032556493937,2.185492543968944,1.7103181719204312,0.5157702509537612,0.234841118735671,0.2493107070607325
2020-09-20,Buyuksehyr,Galatasaray,0,2,5.0,2.0,3.0,1.0,12.0,12.0,1.6063829787234043,1.0851063829787233,1.946808510638298,0.9361702127659576,1.006148478609014,1.554777662309249,0.8665973855494175,0.5863646762754519,0.9419262352935452,1.687099165484504,0.0893467280208084,0.1045241020269261,0.05076081098025,0.1318512100998472,0,0,1,0,0,3,-2,51.06382978723404,64.8936170212766,1.4361702127659577,0.1924613312073579,0.2756419878430522,0.5318853927949826,4.460140959621311,5.069027422209474,2.4259731604798582,1.66494654640259,0.1924613312073579,0.2756419878430522,0.5318853927949826
2020-09-20,Gaziantep,Karagumruk,2,2,7.0,7.0,2.0,2.0,14.0,11.0,1.4361702127659577,1.24468085106383,1.1842105263157894,1.7236842105263157,0.8995367192862045,0.9457448247869028,0.994038177541979,1.0796194114318052,1.5505172398222735,1.177150473404975,0.0832689302641407,0.0590548301471435,0.0834624045698725,0.1372130395841585,0,1,0,1,1,1,0,42.5531914893617,23.684210526315788,1.2393617021276595,0.441494282453804,0.2873228807111346,0.2711768979858967,4.863903418593997,5.098314655534293,2.160233875354501,2.633664600662739,0.441494282453804,0.2873228807111346,0.2711768979858967
2020-09-21,Fenerbahce,Hatayspor,0,0,3.0,1.0,1.0,6.0,12.0,0.0,2.3191489361702127,1.1063829787234043,0.9787234042553192,1.9574468085106385,1.4525852207732783,0.7816368575543766,0.8835894911484258,1.2260352322123085,2.8433583044923747,0.8647897147410125,0.0335678257687547,0.0121622206621879,0.0606824547459011,0.0693444525383417,0,1,0,1,1,1,0,68.08510638297872,19.148936170212767,2.23936170212766,0.7707974501876551,0.1518278229633088,0.0766339680552826,7.939372624469478,2.516535863534001,2.1666864854591505,3.3702670093132334,0.7707974501876551,0.1518278229633088,0.0766339680552826
2020-09-25,Karagumruk,Buyuksehyr,2,0,2.0,2.0,2.0,3.0,5.0,13.0,1.9078947368421053,1.1578947368421053,1.2659574468085106,1.3297872340425532,1.1949985851726088,1.0110302831409872,0.924728273124972,0.8329043697094486,1.589093863261448,1.1706666436369326,0.0809724020800326,0.0564458350942441,0.0829351770091293,0.1354353003847201,1,0,0,0,3,0,2,48.68421052631579,37.234042553191486,1.5460526315789471,0.4528461313683338,0.2839203261647478,0.2632263449091047,3.829651518155086,5.289173933838703,2.138051333167207,1.805044446721574,0.4528461313683338,0.2839203261647478,0.2632263449091047
2020-09-26,Goztep,Gaziantep,2,2,2.0,4.0,3.0,1.0,13.0,9.0,1.5614035087719298,1.350877192982456,1.0425531914893618,1.797872340425532,0.977975853612526,0.8326131743514013,1.0788496519791335,1.1260867078471746,1.7582757368140096,1.124758147808033,0.0725663809287977,0.0463451022464991,0.0817997332613533,0.1272794424343385,0,1,0,1,1,1,0,38.59649122807017,18.08510638297873,1.3859649122807018,0.5054455692744076,0.2682004072565945,0.2263377822161839,5.307002338280215,3.848007650260855,2.404939628027094,2.663757116191438,0.5054455692744076,0.2682004072565945,0.2263377822161839
2020-09-26,Hatayspor,Kasimpasa,1,0,6.0,3.0,2.0,3.0,11.0,6.0,1.4574468085106382,1.4680851063829787,1.351063829787234,1.5957446808510638,0.9128631892015556,1.0789987055370198,1.172455286331565,0.9994852436513384,1.4566965785131207,1.584061929405412,0.0643429002342184,0.0591716942669965,0.0530838062446742,0.1268394809616811,1,0,0,0,3,0,1,37.234042553191486,29.78723404255319,1.2180851063829787,0.3353205304182776,0.2737063649129481,0.3909633715474655,4.3407961218176485,4.811087870934495,2.3794296443535257,2.1009585567479725,0.3353205304182776,0.2737063649129481,0.3909633715474655
2020-09-26,Trabzonspor,Yeni Malatyaspor,3,1,5.0,5.0,1.0,2.0,10.0,9.0,1.925531914893617,1.074468085106383,0.7692307692307693,1.5128205128205128,1.2060455273392816,0.6143299716564499,0.8581013327499135,0.9475461814171492,1.8245304131542976,0.6600779482691643,0.0984168391992802,0.0399642611395703,0.1370309160825493,0.1154496100914401,1,0,0,0,3,0,2,60.63829787234043,12.82051282051282,1.648936170212766,0.6381172709738773,0.2484567711605877,0.1134042391413795,6.543209876543208,2.9946470807917334,1.412908048841266,1.886590411292285,0.6381172709738773,0.2484567711605877,0.1134042391413795
2020-09-26,Kayserispor,Erzurum BB,1,3,5.0,5.0,1.0,3.0,12.0,13.0,1.4148936170212767,1.25531914893617,1.3,1.9,0.8862102493708534,1.0382176520994002,1.002534230341483,1.19005376344086,1.6837994738046211,1.303294499443928,0.0670352259497586,0.0491286357097401,0.0683189421221671,0.1272777070152096,0,0,1,0,0,3,-2,40.42553191489361,40.0,1.2393617021276595,0.4473270448912434,0.2720578982860232,0.2806028193099183,5.430402371789623,4.779085254304256,2.117008851666865,2.51849122287238,0.4473270448912434,0.2720578982860232,0.2806028193099183
2020-09-27,Galatasaray,Fenerbahce,0,0,5.0,9.0,7.0,4.0,9.0,15.0,2.276595744680851,0.9042553191489362,2.1595744680851063,0.925531914893617,1.425932280942576,1.724698718299331,0.7221644879578479,0.5797014413177762,1.3197458344894055,1.559567989951523,0.073515956597869,0.0702634095222557,0.0567918089907307,0.1329604105318311,0,1,0,1,1,1,0,74.46808510638297,68.08510638297872,2.1117021276595747,0.3056686478388173,0.2814767216456143,0.4128475576642244,5.536285976839504,4.768298856015329,2.7049982112418376,2.8334624459544018,0.3056686478388173,0.2814767216456143,0.4128475576642244
2020-09-27,Sivasspor,Ankaragucu,0,0,6.0,2.0,1.0,2.0,13.0,2.0,1.3085106382978724,1.053191489361702,1.1228070175438596,1.736842105263158,0.8195778997940975,0.8967062042423969,0.8411092271509052,1.0878607809847198,1.4234774049055376,0.9444033427659286,0.112569474126983,0.0695803752750733,0.1144595761856357,0.144826618745138,0,1,0,1,1,1,0,35.1063829787234,17.543859649122805,1.2925531914893618,0.4623724027809882,0.3066042527446315,0.2310206784538591,4.68927114160165,4.205620565168679,1.686839201167634,2.470635017209609,0.4623724027809882,0.3066042527446315,0.2310206784538591
2020-09-27,Rizespor,Alanyaspor,1,1,4.0,6.0,2.0,1.0,11.0,12.0,1.4736842105263157,1.3289473684210529,1.1382978723404256,1.5638297872340423,0.9230333899264288,0.909077649546938,1.0613358589275246,0.9794955387783116,1.4434671097785643,1.2081163500557994,0.0889912329068495,0.0667680318893066,0.0833695399134233,0.1414638358631183,0,1,0,1,1,1,0,46.05263157894737,28.72340425531916,1.2960526315789471,0.4066908536345398,0.2956915225827017,0.2976140761701439,4.792079613305381,4.865789082682491,2.5327608870491787,2.0471849238968165,0.4066908536345398,0.2956915225827017,0.2976140761701439
2020-09-27,Konyaspor,Besiktas,4,1,3.0,4.0,4.0,4.0,10.0,10.0,1.3829787234042554,1.0,1.5851063829787233,1.25531914893617,0.8662205444978266,1.2659118671261098,0.7986289631533848,0.7862617250057194,1.0873832367100376,1.2659118671261098,0.1146824445224007,0.1007047780450383,0.0837346626526612,0.1504737925687058,1,0,0,0,3,0,3,42.5531914893617,41.48936170212766,1.324468085106383,0.2975443260521291,0.3176983734791775,0.3847561356181753,4.137758611478409,5.209179686982685,2.696860204335908,2.182407066998752,0.2975443260521291,0.3176983734791775,0.3847561356181753
2020-09-28,Antalyaspor,Denizlispor,1,0,7.0,3.0,0.0,2.0,10.0,5.0,1.425531914893617,1.202127659574468,1.05,2.5,0.8928734843285289,0.8385604113110541,0.9600539663439626,1.5658602150537633,2.2321837108213223,1.0080566646611608,0.0523701046632548,0.0262543142500692,0.0741843748774506,0.1013197722936633,1,0,0,0,3,0,1,44.680851063829785,10.0,1.180851063829787,0.6372233093550825,0.2175534541632917,0.1451097583346051,5.593481899979076,4.465531296305963,1.1541924230123068,2.234067232432348,0.6372233093550825,0.2175534541632917,0.1451097583346051
2020-10-02,Ankaragucu,Kayserispor,0,1,7.0,2.0,1.0,2.0,14.0,12.0,1.2456140350877194,1.2456140350877194,1.0638297872340423,1.8085106382978724,0.7801829843425769,0.8496052799504094,0.9947834453314092,1.1327499428048502,1.410969227002533,1.0582802609908608,0.1036079167220555,0.070622141633409,0.1004766858828692,0.1453565648755468,0,0,1,0,0,3,-1,35.08771929824561,21.27659574468085,1.1842105263157894,0.4316644530451864,0.3047529590784268,0.2635799944249364,5.083974846092003,3.7991443191571608,1.5743832544231249,1.9617143369496992,0.4316644530451864,0.3047529590784268,0.2635799944249364
2020-10-02,Gaziantep,Trabzonspor,1,1,5.0,6.0,4.0,2.0,10.0,4.0,1.4361702127659577,1.24468085106383,1.372340425531915,1.2872340425531914,0.8995367192862045,1.095990811136028,0.994038177541979,0.8062514298787462,1.1579142875918162,1.3641587755629287,0.0993173470688177,0.0905080101746244,0.0739480252813572,0.1458534680180451,0,1,0,1,1,1,0,42.5531914893617,38.297872340425535,1.2393617021276595,0.2986403884008272,0.3049702838766479,0.3963871173458415,5.050761451928525,4.876648800945845,2.47226065338207,2.141160701520572,0.2986403884008272,0.3049702838766479,0.3963871173458415
2020-10-03,Yeni Malatyaspor,Antalyaspor,1,0,7.0,3.0,4.0,2.0,14.0,7.0,1.1794871794871795,1.6666666666666667,0.9361702127659576,1.648936170212766,0.7387648194099807,0.7476526463563602,1.331048271922308,1.0328014184397163,1.2181760320058193,1.246087743927267,0.1044416362158118,0.0866363071693951,0.0842618173371388,0.148504753539685,1,0,0,0,3,0,1,25.64102564102564,19.148936170212767,0.9743589743589745,0.3377809051103666,0.3110505841542564,0.3511670462303145,4.2749529190207145,5.193265280717041,2.2272614004485423,1.8135799464589923,0.3377809051103666,0.3110505841542564,0.3511670462303145
2020-10-03,Buyuksehyr,Goztep,0,0,10.0,3.0,1.0,2.0,24.0,2.0,1.6063829787234043,1.0851063829787233,1.2105263157894737,1.912280701754386,1.006148478609014,0.9667613764488342,0.8665973855494175,1.1977457083569136,1.924038318743553,1.0490389404019262,0.0666304771771878,0.0381690115692521,0.0829214492587321,0.1187167828741522,0,1,0,1,1,1,0,51.06382978723404,19.29824561403509,1.4361702127659577,0.5621223948160627,0.2507196609573708,0.1871239846561984,4.990285492929354,3.6929737202460897,1.3791809912977333,1.5159027485015035,0.5621223948160627,0.2507196609573708,0.1871239846561984
2020-10-03,Erzurum BB,Rizespor,0,0,9.0,3.0,1.0,3.0,11.0,7.0,0.9,1.5,1.118421052631579,2.039473684210526,0.5637096774193548,0.8932034456320751,1.1979434447300772,1.2774122807017545,1.149671052631579,1.3398051684481125,0.1021198119944468,0.0919749924613584,0.076202720253641,0.1469424578953849,0,1,0,1,1,1,0,10.0,21.052631578947366,1.1,0.3009009229165627,0.3075509056798078,0.3915462492182078,4.328471809231176,4.996623467669547,2.19067143625323,2.082260858705537,0.3009009229165627,0.3075509056798078,0.3915462492182078
2020-10-03,Fenerbahce,Karagumruk,2,1,3.0,7.0,2.0,2.0,8.0,13.0,2.3191489361702127,1.1063829787234043,1.1842105263157894,1.7236842105263157,1.4525852207732783,0.9457448247869028,0.8835894911484258,1.0796194114318052,2.5037982094907822,1.0463559763599777,0.0400066690661756,0.0187651064842152,0.0606231550313642,0.0865295113602988,1,0,0,0,3,0,1,68.08510638297872,23.684210526315788,2.23936170212766,0.6794198867292559,0.1927775759069318,0.1275217234899258,6.6571700185696905,2.914863285720596,1.997635626671904,3.412015812356528,0.6794198867292559,0.1927775759069318,0.1275217234899258
2020-10-04,Denizlispor,Konyaspor,0,0,6.0,6.0,1.0,0.0,6.0,11.0,0.85,1.35,1.2659574468085106,1.5212765957446808,0.5323924731182795,1.0110302831409872,1.0781491002570696,0.9528425989476093,0.8099162091054678,1.364890882240333,0.1324718793220728,0.13625084138071,0.0731890294358564,0.1444538578162487,0,1,0,1,1,1,0,20.0,27.659574468085108,0.95,0.2035420019342423,0.3162120185774201,0.4802441633357992,4.298087079341684,4.1631131636347884,2.561858741698176,2.0178477520183686,0.2035420019342423,0.3162120185774201,0.4802441633357992
2020-10-04,Kasimpasa,Galatasaray,1,0,6.0,7.0,1.0,1.0,12.0,12.0,1.6595744680851063,1.627659574468085,1.946808510638298,0.9361702127659576,1.039464653397392,1.554777662309249,1.2998960783241262,0.5863646762754519,0.9731158457337288,2.530648748226756,0.0411966790380407,0.0650190622046845,0.0181623728125951,0.0851978480570544,1,0,0,0,3,0,1,40.42553191489361,64.8936170212766,1.50531914893617,0.1130979018324723,0.1866091661294377,0.6999879702179013,4.923919866808592,6.384817519038315,2.752688273979133,1.669757266657496,0.1130979018324723,0.1866091661294377,0.6999879702179013
2020-10-04,Besiktas,Genclerbirligi,0,1,6.0,5.0,2.0,2.0,13.0,10.0,1.9680851063829787,0.9893617021276596,0.85,2.05,1.232698467169984,0.6788346186803771,0.7901329103538808,1.284005376344086,2.527031857698467,0.6716129738007987,0.05120871815055,0.0170223127800645,0.0927558379683863,0.0796661508768862,0,0,1,0,0,3,-1,61.70212765957447,20.0,1.7765957446808511,0.7660765804886674,0.1664406625849199,0.0671812412647174,6.949293273560959,3.331482634134196,1.8315304066132896,2.688200874009332,0.7660765804886674,0.1664406625849199,0.0671812412647174
2020-10-04,Alanyaspor,Hatayspor,6,0,6.0,3.0,2.0,3.0,24.0,4.0,1.7872340425531914,1.3404255319148937,0.9787234042553192,1.9574468085106385,1.119423472889499,0.7816368575543766,1.070502652737516,1.2260352322123085,2.1912119043794447,1.0477260005516114,0.0527066548184568,0.0275754934674845,0.0724064449078923,0.1035087541254183,1,0,0,0,3,0,6,46.80851063829788,19.148936170212767,1.4627659574468086,0.6198797694724694,0.2231288679310511,0.1568935001179697,6.494708301978988,3.3744458170115013,2.220317339059625,2.5366320600131407,0.6198797694724694,0.2231288679310511,0.1568935001179697
2020-10-17,Rizespor,Ankaragucu,5,3,2.0,3.0,0.0,4.0,15.0,9.0,1.4736842105263157,1.3289473684210529,1.1228070175438596,1.736842105263158,0.9230333899264288,0.8967062042423969,1.0613358589275246,1.0878607809847198,1.603163256188008,1.1916753503747644,0.0786411034545384,0.0553244795827,0.080476570290668,0.1342921300284362,1,0,0,0,3,0,2,46.05263157894737,17.543859649122805,1.2960526315789471,0.4517043515452661,0.2820736084422993,0.2662142344385116,4.747640493654098,4.43382027753936,2.13271716545288,2.149866730741431,0.4517043515452661,0.2820736084422993,0.2662142344385116
2020-10-17,Trabzonspor,Buyuksehyr,0,2,4.0,4.0,1.0,1.0,12.0,17.0,1.925531914893617,1.074468085106383,1.2659574468085106,1.3297872340425532,1.2060455273392816,1.0110302831409872,0.8581013327499135,0.8329043697094486,1.6037839459298957,1.086319772311061,0.0856116114668534,0.0559950465523318,0.0911173577355561,0.1359891270323982,0,0,1,0,0,3,-2,60.63829787234043,37.234042553191486,1.648936170212766,0.4759846097073256,0.284241276593613,0.2397665895404252,4.957844158619492,4.298510664784359,1.5911320124489028,2.428778550457481,0.4759846097073256,0.284241276593613,0.2397665895404252
2020-10-17,Konyaspor,Yeni Malatyaspor,1,1,4.0,4.0,4.0,2.0,19.0,9.0,1.3829787234042554,1.0,0.7692307692307693,1.5128205128205128,0.8662205444978266,0.6143299716564499,0.7986289631533848,0.9475461814171492,1.3104362083428658,0.6143299716564499,0.1635293669416876,0.0720173085748417,0.1735860787374648,0.1350828136141833,0,1,0,1,1,1,0,42.5531914893617,12.82051282051282,1.324468085106383,0.5185192277366293,0.3244773890780164,0.1570021238192984,5.617283950617282,3.2570646084899786,1.9362073261898831,1.7707471404234605,0.5185192277366293,0.3244773890780164,0.1570021238192984
2020-10-17,Kayserispor,Sivasspor,1,3,4.0,6.0,3.0,3.0,12.0,18.0,1.4148936170212767,1.25531914893617,1.2765957446808511,1.7234042553191489,0.8862102493708534,1.0195263359404914,1.002534230341483,1.0794440631434454,1.5272985148731728,1.2798309323508297,0.0780810660632754,0.0595707079687929,0.0745123210797716,0.1357230289690641,0,0,1,0,0,3,-2,40.42553191489361,32.97872340425532,1.2393617021276595,0.4130815972376648,0.2856595396512753,0.3012530534905621,5.217729022514643,4.191876156366907,2.553957701984679,2.188550634754141,0.4130815972376648,0.2856595396512753,0.3012530534905621
2020-10-18,Antalyaspor,Gaziantep,1,1,2.0,7.0,5.0,5.0,13.0,15.0,1.425531914893617,1.202127659574468,1.0425531914893618,1.797872340425532,0.8928734843285289,0.8326131743514013,0.9600539663439626,1.1260867078471746,1.605272540973632,1.0009073266139186,0.0916063376470481,0.0560926229695644,0.1007044412214498,0.1363926445867443,0,1,0,1,1,1,0,44.680851063829785,18.08510638297873,1.180851063829787,0.4967361811726548,0.2850559564645931,0.2182004036600149,4.85107430234549,4.137642634689092,1.9936050942939845,2.640261274692774,0.4967361811726548,0.2850559564645931,0.2182004036600149
