Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HS,AS,H_av_goals,H_conceded,A_av_goals,A_conceded,H attack,A attack,H def,A def,lambda h,lambda a,P(0 0),P(0 1),P(1 0),P(1 1)
2020-09-19,Besiktas,Antalyaspor,1,1,5.0,3.0,5.0,4.0,12.0,8.0,1.9680851063829787,0.9893617021276596,0.9361702127659575,1.648936170212766,1.2326984671699839,0.7476526463563602,0.7901329103538808,1.0328014184397163,2.03264108948242,0.7396988947993777,0.06251554805598965,0.04624268180479293,0.1270716717101174,0.09399477512428318
2020-09-19,Genclerbirligi,Konyaspor,0,0,6.0,1.0,0.0,3.0,12.0,10.0,1.35,1.75,1.2659574468085106,1.5212765957446808,0.8455645161290323,1.0110302831409872,1.3976006855184233,0.9528425989476091,1.2863375085792723,1.7693029954967276,0.047092548139480356,0.08332098648875644,0.060576911046388605,0.10717891017231417
2020-09-20,Erzurum BB,Sivasspor,1,2,2.0,7.0,0.0,0.0,7.0,9.0,0.9,1.5,1.2765957446808511,1.7234042553191489,0.5637096774193548,1.0195263359404914,1.1979434447300772,1.0794440631434454,0.9714996568291009,1.5292895039107368,0.08202024591916189,0.12543270119235173,0.07968264076350424,0.12185782616351684
2020-09-20,Kasimpasa,Rizespor,2,0,5.0,8.0,3.0,1.0,16.0,11.0,1.6595744680851063,1.627659574468085,1.118421052631579,2.039473684210526,1.039464653397392,0.8932034456320751,1.2998960783241262,1.2774122807017543,2.1199608062709965,1.4538311402309305,0.028049290358324534,0.040778931784311405,0.05946339620336296,0.08644973710433876
2020-09-20,Buyuksehyr,Galatasaray,0,2,5.0,2.0,3.0,1.0,12.0,12.0,1.6063829787234043,1.0851063829787233,1.946808510638298,0.9361702127659575,1.006148478609014,1.554777662309249,0.8665973855494175,0.5863646762754519,0.9419262352935451,1.687099165484504,0.07214874409474142,0.12172208595299329,0.06795879490631718,0.11465322617378028
2020-09-20,Gaziantep,Karagumruk,2,2,7.0,7.0,2.0,2.0,14.0,11.0,1.4361702127659575,1.2446808510638299,1.1842105263157894,1.7236842105263157,0.8995367192862045,0.9457448247869029,0.994038177541979,1.0796194114318052,1.5505172398222735,1.177150473404975,0.06537157727490275,0.07695218313638166,0.10135975755911066,0.11931568659492059
2020-09-21,Fenerbahce,Hatayspor,0,0,3.0,1.0,1.0,6.0,12.0,0.0,2.3191489361702127,1.1063829787234043,0.9787234042553191,1.9574468085106382,1.4525852207732783,0.7816368575543766,0.8835894911484258,1.2260352322123083,2.8433583044923747,0.8647897147410125,0.024522897176797166,0.0212071492541456,0.06972738333785883,0.060299523946384166
2020-09-25,Karagumruk,Buyuksehyr,2,0,2.0,2.0,2.0,3.0,5.0,13.0,1.9078947368421053,1.1578947368421053,1.2659574468085106,1.3297872340425532,1.1949985851726088,1.0110302831409872,0.9247282731249719,0.8329043697094486,1.589093863261448,1.1706666436369326,0.06330692811680833,0.07411130905746856,0.10060065097235373,0.11776982642149586
2020-09-26,Goztep,Gaziantep,2,2,2.0,4.0,3.0,1.0,13.0,9.0,1.5614035087719298,1.3508771929824561,1.0425531914893618,1.797872340425532,0.9779758536125259,0.8326131743514013,1.0788496519791337,1.1260867078471746,1.7582757368140096,1.124758147808033,0.0559647145243188,0.06294676865097815,0.09840139966583235,0.1106777760298596
2020-09-26,Hatayspor,Kasimpasa,1,0,6.0,3.0,2.0,3.0,11.0,6.0,1.4574468085106382,1.4680851063829787,1.351063829787234,1.5957446808510638,0.9128631892015556,1.0789987055370198,1.172455286331565,0.9994852436513383,1.4566965785131207,1.5840619294054121,0.04779862010878181,0.07571597439243326,0.06962808637011092,0.11029520083624458
2020-09-26,Trabzonspor,Yeni Malatyaspor,3,1,5.0,5.0,1.0,2.0,10.0,9.0,1.925531914893617,1.074468085106383,0.7692307692307693,1.5128205128205128,1.2060455273392816,0.6143299716564499,0.8581013327499135,0.9475461814171491,1.8245304131542979,0.6600779482691643,0.08335819440474466,0.055022905934106005,0.15208956087708506,0.1003909652969045
2020-09-26,Kayserispor,Erzurum BB,1,3,5.0,5.0,1.0,3.0,12.0,13.0,1.4148936170212767,1.2553191489361701,1.3,1.9,0.8862102493708534,1.0382176520994002,1.002534230341483,1.1900537634408601,1.6837994738046211,1.303294499443928,0.0504337859042965,0.06573007575520233,0.08492038216762937,0.11067626696974758
2020-09-27,Rizespor,Alanyaspor,1,1,4.0,6.0,2.0,1.0,11.0,12.0,1.4736842105263157,1.3289473684210527,1.1382978723404256,1.5638297872340425,0.9230333899264289,0.909077649546938,1.0613358589275246,0.9794955387783115,1.4434671097785643,1.2081163500557994,0.07053942822905154,0.08521983656710477,0.10182134459122148,0.12301203118532032
