Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HS,AS,H_av_goals,H_conceded,A_av_goals,A_conceded,H attack,A attack,H def,A def,lambda h,lambda a,P(0 0),P(0 1),P(1 0),P(1 1),h win,h draw,a win,A D,h p,a p,gd,h win rt,a win rt,gpg,P(h),P(d),P(A)
2020-09-18,Yeni Malatyaspor,Goztep,1,1,5.0,6.0,0.0,0.0,14.0,3.0,1.1794871794871795,1.6666666666666667,1.2105263157894737,1.912280701754386,0.7387648194099807,0.9667613764488342,1.331048271922308,1.1977457083569136,1.41272570729277,1.611268960748057,0.0486066625463349,0.0783184066464645,0.0686678817249119,0.1106424264236694,0,1,0,1,1,1,0,25.64102564102564,19.29824561403509,0.9743589743589745,0.336245830306529,0.24062261467683005,0.42312153703740596
2020-09-19,Denizlispor,Trabzonspor,0,0,7.0,7.0,3.0,0.0,9.0,13.0,0.85,1.35,1.372340425531915,1.2872340425531914,0.5323924731182795,1.095990811136028,1.0781491002570696,0.8062514298787462,0.6853137153969343,1.479587595033638,0.1147612597777454,0.1697993363575849,0.0786474653219194,0.1163658140711502,0,1,0,1,1,1,0,20.0,38.297872340425535,0.95,0.17251618232690238,0.26416808344816317,0.5633120919245729
2020-09-19,Alanyaspor,Kayserispor,2,0,5.0,1.0,1.0,3.0,18.0,10.0,1.7872340425531914,1.3404255319148937,1.0638297872340423,1.8085106382978724,1.119423472889499,0.8496052799504094,1.070502652737516,1.1327499428048502,2.024489259481009,1.1388326092952297,0.0422850421569698,0.0481555848937808,0.0856056136834872,0.0974904644014851,1,0,0,0,3,0,2,46.80851063829788,21.27659574468085,1.4627659574468086,0.578303461598459,0.21264127088245358,0.20900352733328215
2020-09-19,Besiktas,Antalyaspor,1,1,5.0,3.0,5.0,4.0,12.0,8.0,1.9680851063829787,0.9893617021276596,0.9361702127659576,1.648936170212766,1.232698467169984,0.7476526463563602,0.7901329103538808,1.0328014184397163,2.03264108948242,0.7396988947993777,0.0625155480559896,0.0462426818047929,0.1270716717101174,0.0939947751242831,0,1,0,1,1,1,0,61.70212765957447,19.148936170212767,1.7765957446808511,0.675985506218391,0.19833351513364744,0.12562787357733982
2020-09-19,Genclerbirligi,Konyaspor,0,0,6.0,1.0,0.0,3.0,12.0,10.0,1.35,1.75,1.2659574468085106,1.5212765957446808,0.8455645161290323,1.0110302831409872,1.397600685518423,0.9528425989476093,1.2863375085792723,1.7693029954967276,0.0470925481394803,0.0833209864887564,0.0605769110463886,0.1071789101723141,0,1,0,1,1,1,0,30.0,27.659574468085108,1.1,0.27905929555210196,0.23308197721720045,0.4878408802296879
2020-09-20,Erzurum BB,Sivasspor,1,2,2.0,7.0,0.0,0.0,7.0,9.0,0.9,1.5,1.2765957446808511,1.7234042553191489,0.5637096774193548,1.0195263359404914,1.1979434447300772,1.0794440631434454,0.9714996568291008,1.5292895039107368,0.0820202459191618,0.1254327011923517,0.0796826407635042,0.1218578261635168,0,0,1,0,0,3,-1,10.0,32.97872340425532,1.1,0.24019945614648072,0.25734765394447817,0.5024479616067907
2020-09-20,Kasimpasa,Rizespor,2,0,5.0,8.0,3.0,1.0,16.0,11.0,1.6595744680851063,1.627659574468085,1.118421052631579,2.039473684210526,1.039464653397392,0.8932034456320751,1.2998960783241262,1.2774122807017545,2.1199608062709965,1.4538311402309303,0.0280492903583245,0.0407789317843114,0.0594633962033629,0.0864497371043387,1,0,0,0,3,0,2,40.42553191489361,21.052631578947366,1.50531914893617,0.528737711519412,0.20890619760436943,0.26227816762638345
2020-09-20,Buyuksehyr,Galatasaray,0,2,5.0,2.0,3.0,1.0,12.0,12.0,1.6063829787234043,1.0851063829787233,1.946808510638298,0.9361702127659576,1.006148478609014,1.554777662309249,0.8665973855494175,0.5863646762754519,0.9419262352935452,1.687099165484504,0.0721487440947414,0.1217220859529932,0.0679587949063171,0.1146532261737802,0,0,1,0,0,3,-2,51.06382978723404,64.8936170212766,1.4361702127659577,0.209659315133425,0.24124601999091821,0.5490833767210497
2020-09-20,Gaziantep,Karagumruk,2,2,7.0,7.0,2.0,2.0,14.0,11.0,1.4361702127659577,1.24468085106383,1.1842105263157894,1.7236842105263157,0.8995367192862045,0.9457448247869028,0.994038177541979,1.0796194114318052,1.5505172398222735,1.177150473404975,0.0653715772749027,0.0769521831363816,0.1013597575591106,0.1193156865949205,0,1,0,1,1,1,0,42.5531914893617,23.684210526315788,1.2393617021276595,0.4593916354430421,0.2515281747326585,0.28907425097513484
2020-09-21,Fenerbahce,Hatayspor,0,0,3.0,1.0,1.0,6.0,12.0,0.0,2.3191489361702127,1.1063829787234043,0.9787234042553192,1.9574468085106385,1.4525852207732783,0.7816368575543766,0.8835894911484258,1.2260352322123085,2.8433583044923747,0.8647897147410125,0.0245228971767971,0.0212071492541456,0.0697273833378588,0.0602995239463841,0,1,0,1,1,1,0,68.08510638297872,19.148936170212767,2.23936170212766,0.7798423787796127,0.13373796577939365,0.08567889664724039
2020-09-25,Karagumruk,Buyuksehyr,2,0,2.0,2.0,2.0,3.0,5.0,13.0,1.9078947368421053,1.1578947368421053,1.2659574468085106,1.3297872340425532,1.1949985851726088,1.0110302831409872,0.924728273124972,0.8329043697094486,1.589093863261448,1.1706666436369326,0.0633069281168083,0.0741113090574685,0.1006006509723537,0.1177698264214958,1,0,0,0,3,0,2,48.68421052631579,37.234042553191486,1.5460526315789471,0.4705116053315582,0.24858937823829913,0.28089181887232917
2020-09-26,Goztep,Gaziantep,2,2,2.0,4.0,3.0,1.0,13.0,9.0,1.5614035087719298,1.350877192982456,1.0425531914893618,1.797872340425532,0.977975853612526,0.8326131743514013,1.0788496519791335,1.1260867078471746,1.7582757368140096,1.124758147808033,0.0559647145243188,0.0629467686509781,0.0984013996658323,0.1106777760298596,0,1,0,1,1,1,0,38.59649122807017,18.08510638297873,1.3859649122807018,0.5220472356788866,0.2349970744476367,0.24293944862066286
2020-09-26,Hatayspor,Kasimpasa,1,0,6.0,3.0,2.0,3.0,11.0,6.0,1.4574468085106382,1.4680851063829787,1.351063829787234,1.5957446808510638,0.9128631892015556,1.0789987055370198,1.172455286331565,0.9994852436513384,1.4566965785131207,1.584061929405412,0.0477986201087818,0.0757159743924332,0.0696280863701109,0.1102952008362445,1,0,0,0,3,0,1,37.234042553191486,29.78723404255319,1.2180851063829787,0.3518648105437143,0.24061780466207486,0.40750765167290226
2020-09-26,Trabzonspor,Yeni Malatyaspor,3,1,5.0,5.0,1.0,2.0,10.0,9.0,1.925531914893617,1.074468085106383,0.7692307692307693,1.5128205128205128,1.2060455273392816,0.6143299716564499,0.8581013327499135,0.9475461814171492,1.8245304131542976,0.6600779482691643,0.0833581944047446,0.055022905934106,0.152089560877085,0.1003909652969045,1,0,0,0,3,0,2,60.63829787234043,12.82051282051282,1.648936170212766,0.6531759157684129,0.2183394815715164,0.12846288393591526
2020-09-26,Kayserispor,Erzurum BB,1,3,5.0,5.0,1.0,3.0,12.0,13.0,1.4148936170212767,1.25531914893617,1.3,1.9,0.8862102493708534,1.0382176520994002,1.002534230341483,1.19005376344086,1.6837994738046211,1.303294499443928,0.0504337859042965,0.0657300757552023,0.0849203821676293,0.1106762669697475,0,0,1,0,0,3,-2,40.42553191489361,40.0,1.2393617021276595,0.46392848493670563,0.23885501819509908,0.2972042593553804
2020-09-27,Rizespor,Alanyaspor,1,1,4.0,6.0,2.0,1.0,11.0,12.0,1.4736842105263157,1.3289473684210529,1.1382978723404256,1.5638297872340423,0.9230333899264288,0.909077649546938,1.0613358589275246,0.9794955387783116,1.4434671097785643,1.2081163500557994,0.0705394282290515,0.0852198365671047,0.1018213445912214,0.1230120311853203,0,1,0,1,1,1,0,46.05263157894737,28.723404255319156,1.2960526315789471,0.42514265831233783,0.2587879132271057,0.3160658808479419
2020-09-27,Konyaspor,Besiktas,4,1,3.0,4.0,4.0,4.0,10.0,10.0,1.3829787234042554,1.0,1.5851063829787233,1.25531914893617,0.8662205444978266,1.2659118671261098,0.7986289631533848,0.7862617250057194,1.0873832367100376,1.2659118671261098,0.0950554281003956,0.1203317944670434,0.1033616790746664,0.1308467761467007,1,0,0,0,3,0,3,42.5531914893617,41.48936170212766,1.324468085106383,0.31717134247413425,0.2784443406351674,0.40438315204018044
2020-09-27,Sivasspor,Ankaragucu,0,0,6.0,2.0,1.0,2.0,13.0,2.0,1.3085106382978724,1.053191489361702,1.1228070175438596,1.736842105263158,0.8195778997940975,0.8967062042423969,0.8411092271509052,1.0878607809847198,1.4234774049055376,0.9444033427659286,0.0936790455950085,0.0884708038070479,0.1333500047176103,0.1259361902131635,0,1,0,1,1,1,0,35.1063829787234,17.543859649122805,1.2925531914893618,0.4812628313129627,0.26882339568068253,0.2499111069858337
2020-09-27,Galatasaray,Fenerbahce,0,0,5.0,9.0,7.0,4.0,9.0,15.0,2.276595744680851,0.9042553191489362,2.1595744680851063,0.925531914893617,1.425932280942576,1.724698718299331,0.7221644879578479,0.5797014413177762,1.3197458344894055,1.559567989951523,0.0561732943545867,0.087606071765538,0.0741344712340131,0.1156177482885488,0,1,0,1,1,1,0,74.46808510638297,68.08510638297872,2.1117021276595747,0.32301131008209966,0.2467913971590497,0.4301902199075067
2020-09-28,Antalyaspor,Denizlispor,1,0,7.0,3.0,0.0,2.0,10.0,5.0,1.425531914893617,1.202127659574468,1.05,2.5,0.8928734843285289,0.8385604113110541,0.9600539663439626,1.5658602150537633,2.2321837108213223,1.0080566646611608,0.0391544821901683,0.0394699367231558,0.0873999973505372,0.0881041498205768,1,0,0,0,3,0,1,44.680851063829785,10.0,1.180851063829787,0.650438931828169,0.19112220921711875,0.15832538080769165
2020-10-02,Ankaragucu,Kayserispor,0,1,7.0,2.0,1.0,2.0,14.0,12.0,1.2456140350877194,1.2456140350877194,1.0638297872340423,1.8085106382978724,0.7801829843425769,0.8496052799504094,0.9947834453314092,1.1327499428048502,1.410969227002533,1.0582802609908608,0.0846483647817668,0.0895816935736978,0.119436237823158,0.1263970129352581,0,0,1,0,0,3,-1,35.08771929824561,21.27659574468085,1.1842105263157894,0.4506240049854751,0.26683385519784947,0.28253954636522516
2020-10-02,Gaziantep,Trabzonspor,1,1,5.0,6.0,4.0,2.0,10.0,4.0,1.4361702127659577,1.24468085106383,1.372340425531915,1.2872340425531914,0.8995367192862045,1.095990811136028,0.994038177541979,0.8062514298787462,1.1579142875918162,1.3641587755629287,0.0802929816751597,0.1095323755682825,0.0929723906750153,0.1268291026243871,0,1,0,1,1,1,0,42.5531914893617,38.297872340425535,1.2393617021276595,0.31766475379448533,0.2669215530893318,0.41541148273949957
2020-10-03,Yeni Malatyaspor,Antalyaspor,1,0,7.0,3.0,4.0,2.0,14.0,7.0,1.1794871794871795,1.6666666666666667,0.9361702127659576,1.648936170212766,0.7387648194099807,0.7476526463563602,1.331048271922308,1.0328014184397163,1.2181760320058193,1.246087743927267,0.0850714509715051,0.1060064924137019,0.1036320025814456,0.1291345682953783,1,0,0,0,3,0,1,25.64102564102564,19.148936170212767,0.9743589743589745,0.3571510903546734,0.272310213665643,0.37053723147462136
2020-10-03,Buyuksehyr,Goztep,0,0,10.0,3.0,1.0,2.0,24.0,2.0,1.6063829787234043,1.0851063829787233,1.2105263157894737,1.912280701754386,1.006148478609014,0.9667613764488342,0.8665973855494175,1.1977457083569136,1.924038318743553,1.0490389404019262,0.0511456794109941,0.0536538093354459,0.0984062470249259,0.1032319851079585,0,1,0,1,1,1,0,51.06382978723404,19.29824561403509,1.4361702127659577,0.5776071925822566,0.21975006542498335,0.20260878242239222
2020-10-03,Erzurum BB,Rizespor,0,0,9.0,3.0,1.0,3.0,11.0,7.0,0.9,1.5,1.118421052631579,2.039473684210526,0.5637096774193548,0.8932034456320751,1.1979434447300772,1.2774122807017545,1.149671052631579,1.3398051684481125,0.0829534044428749,0.1111414000129304,0.095369127805213,0.127776050343813,0,1,0,1,1,1,0,10.0,21.052631578947366,1.1,0.3200673304681347,0.26921809057666396,0.4107126567697798
2020-10-03,Fenerbahce,Karagumruk,2,1,3.0,7.0,2.0,2.0,8.0,13.0,2.3191489361702127,1.1063829787234043,1.1842105263157894,1.7236842105263157,1.4525852207732783,0.9457448247869028,0.8835894911484258,1.0796194114318052,2.5037982094907822,1.0463559763599777,0.0287202110626584,0.0300515644877325,0.0719096130348815,0.0752430533567816,1,0,0,0,3,0,1,68.08510638297872,23.684210526315788,2.23936170212766,0.6907063447327731,0.17020465989989744,0.13880818149344307
2020-10-04,Kasimpasa,Galatasaray,1,0,6.0,7.0,1.0,1.0,12.0,12.0,1.6595744680851063,1.627659574468085,1.946808510638298,0.9361702127659576,1.039464653397392,1.554777662309249,1.2998960783241262,0.5863646762754519,0.9731158457337288,2.530648748226756,0.0300839162479902,0.0761318249947351,0.0292751356026457,0.0740850852670039,1,0,0,0,3,0,1,40.42553191489361,64.8936170212766,1.50531914893617,0.12421066462252299,0.16438364054933666,0.7111007330079518
2020-10-04,Besiktas,Genclerbirligi,0,1,6.0,5.0,2.0,2.0,13.0,10.0,1.9680851063829787,0.9893617021276596,0.85,2.05,1.232698467169984,0.6788346186803771,0.7901329103538808,1.284005376344086,2.527031857698467,0.6716129738007987,0.0408174810796518,0.0274135498509627,0.1031470750392845,0.069274913805988,0,0,1,0,0,3,-1,61.70212765957447,20.0,1.7765957446808511,0.7764678175595657,0.14565818844312356,0.0775724783356156
2020-10-04,Alanyaspor,Hatayspor,6,0,6.0,3.0,2.0,3.0,24.0,4.0,1.7872340425531914,1.3404255319148937,0.9787234042553192,1.9574468085106385,1.119423472889499,0.7816368575543766,1.070502652737516,1.2260352322123085,2.1912119043794447,1.0477260005516114,0.039205512976011,0.0410766353099304,0.0859075867503382,0.0900076122829725,1,0,0,0,3,0,6,46.80851063829788,19.148936170212767,1.4627659574468086,0.6333809113149151,0.19612658424615945,0.1703946419604156
2020-10-04,Denizlispor,Konyaspor,0,0,6.0,6.0,1.0,0.0,6.0,11.0,0.85,1.35,1.2659574468085106,1.5212765957446808,0.5323924731182795,1.0110302831409872,1.0781491002570696,0.9528425989476093,0.8099162091054678,1.364890882240333,0.113630071780823,0.1550926489219599,0.0920308369771063,0.1256120502749989,0,1,0,1,1,1,0,20.0,27.659574468085108,0.95,0.22238380947549224,0.2785284034949205,0.4990859708770491
2020-10-17,Kayserispor,Sivasspor,1,3,4.0,6.0,3.0,3.0,12.0,18.0,1.4148936170212767,1.25531914893617,1.2765957446808511,1.7234042553191489,0.8862102493708534,1.0195263359404914,1.002534230341483,1.0794440631434454,1.5272985148731728,1.2798309323508297,0.0603780622847019,0.0772737117473665,0.0922153248583452,0.1180200251904906,0,0,1,0,0,3,-2,40.42553191489361,32.97872340425532,1.2393617021276595,0.43078460101623844,0.25025353209412815,0.31895605726913573
2020-10-17,Konyaspor,Yeni Malatyaspor,1,1,4.0,4.0,4.0,2.0,19.0,9.0,1.3829787234042554,1.0,0.7692307692307693,1.5128205128205128,0.8662205444978266,0.6143299716564499,0.7986289631533848,0.9475461814171492,1.3104362083428658,0.6143299716564499,0.1459098695137507,0.0896368060027787,0.1912055761654018,0.1174633161862464,0,1,0,1,1,1,0,42.5531914893617,12.82051282051282,1.324468085106383,0.5361387251645663,0.2892383942221424,0.17462162124723543
2020-10-17,Trabzonspor,Buyuksehyr,0,2,4.0,4.0,1.0,1.0,12.0,17.0,1.925531914893617,1.074468085106383,1.2659574468085106,1.3297872340425532,1.2060455273392816,1.0110302831409872,0.8581013327499135,0.8329043697094486,1.6037839459298957,1.086319772311061,0.0678738992452363,0.073732758773949,0.1088550699571733,0.1182514148107811,0,0,1,0,0,3,-2,60.63829787234043,37.234042553191486,1.648936170212766,0.4937223219289428,0.24876585215037875,0.2575043017620424
2020-10-17,Rizespor,Ankaragucu,5,3,2.0,3.0,0.0,4.0,15.0,9.0,1.4736842105263157,1.3289473684210529,1.1228070175438596,1.736842105263158,0.9230333899264288,0.8967062042423969,1.0613358589275246,1.0878607809847198,1.603163256188008,1.1916753503747644,0.0611247386682207,0.0728408443690178,0.0979929350769858,0.1167757652421185,1,0,0,0,3,0,2,46.05263157894737,17.543859649122805,1.2960526315789471,0.46922071633158396,0.2470408788696638,0.28373059922482946
2020-10-18,Antalyaspor,Gaziantep,1,1,2.0,7.0,5.0,5.0,13.0,15.0,1.425531914893617,1.202127659574468,1.0425531914893618,1.797872340425532,0.8928734843285289,0.8326131743514013,0.9600539663439626,1.1260867078471746,1.605272540973632,1.0009073266139186,0.0738159927009511,0.0738829679156615,0.1184947861675469,0.1186022996406473,0,1,0,1,1,1,0,44.680851063829785,18.08510638297873,1.180851063829787,0.5145265261187519,0.24947526657239907,0.23599074860611202
2020-10-18,Karagumruk,Kasimpasa,1,1,4.0,4.0,4.0,1.0,13.0,11.0,1.9078947368421053,1.1578947368421053,1.351063829787234,1.5957446808510638,1.1949985851726088,1.0789987055370198,0.924728273124972,0.9994852436513384,1.9069126359137367,1.2493669222007595,0.042583877571056,0.0532028880563242,0.0812037342264504,0.1014532595017088,0,1,0,1,1,1,0,48.68421052631579,29.78723404255319,1.5460526315789471,0.5274886696638585,0.22308388072302185,0.2493952503380814
2020-10-18,Goztep,Fenerbahce,2,3,4.0,7.0,3.0,4.0,8.0,19.0,1.5614035087719298,1.350877192982456,2.1595744680851063,0.925531914893617,0.977975853612526,1.724698718299331,1.0788496519791335,0.5797014413177762,0.9051478645137208,2.32985616331664,0.0393600464041969,0.0917032467032472,0.0356266619499198,0.0830049979224191,0,0,1,0,0,3,-1,38.59649122807017,68.08510638297872,1.3859649122807018,0.12990550953384522,0.17785326920085226,0.6920817146336844
2020-10-19,Galatasaray,Alanyaspor,1,2,3.0,10.0,5.0,3.0,7.0,22.0,2.276595744680851,0.9042553191489362,1.1382978723404256,1.5638297872340423,1.425932280942576,0.909077649546938,0.7221644879578479,0.9794955387783116,2.229915375516581,0.8220383001222311,0.0472664907363677,0.0388548656976669,0.1054002744397386,0.0866430624328593,0,0,1,0,0,3,-1,74.46808510638297,28.723404255319156,2.1117021276595747,0.6934549213312402,0.18270050987961534,0.12373211164879921
2020-10-19,Genclerbirligi,Denizlispor,1,2,5.0,4.0,1.0,0.0,7.0,23.0,1.35,1.75,1.05,2.5,0.8455645161290323,0.8385604113110541,1.397600685518423,1.5658602150537633,2.1139112903225805,1.4674807197943445,0.0278369219959933,0.0408501463275393,0.0588447836951592,0.0863535855331148,0,0,1,0,0,3,-1,30.0,10.0,1.1,0.5245810727237289,0.2093254070484913,0.26601704654249303
2020-10-23,Kasimpasa,Goztep,0,0,7.0,5.0,1.0,1.0,14.0,3.0,1.6595744680851063,1.627659574468085,1.2105263157894737,1.912280701754386,1.039464653397392,0.9667613764488342,1.2998960783241262,1.1977457083569136,1.987748196847644,1.5735584106028897,0.0284016905990672,0.0446917191175033,0.0564554092757206,0.0888358840898386,0,1,0,1,1,1,0,40.42553191489361,19.29824561403509,1.50531914893617,0.47562884150506124,0.21621045021681362,0.30811030928498123
2020-10-24,Gaziantep,Konyaspor,1,0,6.0,4.0,3.0,5.0,10.0,11.0,1.4361702127659577,1.24468085106383,1.2659574468085106,1.5212765957446808,0.8995367192862045,1.0110302831409872,0.994038177541979,0.9528425989476093,1.3684441580630555,1.258410033271229,0.0723055643124383,0.0909900475921105,0.0989461270788088,0.124514799069303,1,0,0,0,3,0,1,42.5531914893617,27.659574468085108,1.2393617021276595,0.39471528381009024,0.26186664554469113,0.3434153497671137
2020-10-24,Buyuksehyr,Antalyaspor,5,1,12.0,1.0,0.0,0.0,30.0,6.0,1.6063829787234043,1.0851063829787233,0.9361702127659576,1.648936170212766,1.006148478609014,0.7476526463563602,0.8665973855494175,1.0328014184397163,1.6590746189829488,0.8112826588122205,0.0845546441075126,0.0685977164864639,0.1402824639559104,0.1138087303428805,1,0,0,0,3,0,4,51.06382978723404,19.148936170212767,1.4361702127659577,0.5753561959891144,0.2428954287666685,0.18173862487636872
2020-10-24,Erzurum BB,Galatasaray,1,2,3.0,3.0,0.0,4.0,4.0,13.0,0.9,1.5,1.946808510638298,0.9361702127659576,0.5637096774193548,1.554777662309249,1.1979434447300772,0.5863646762754519,0.5277282086479067,2.3321664934638737,0.0572747908624832,0.1335743481696343,0.0302255227825417,0.0704909514808728,0,0,1,0,0,3,-1,10.0,64.8936170212766,1.1,0.06700478750256102,0.1526606996500222,0.7801737933515411
2020-10-25,Fenerbahce,Trabzonspor,3,1,10.0,2.0,2.0,1.0,20.0,12.0,2.3191489361702127,1.1063829787234043,1.372340425531915,1.2872340425531914,1.4525852207732783,1.095990811136028,0.8835894911484258,0.8062514298787462,1.8698171458890072,1.212585578278159,0.0458489617895126,0.0555957898449893,0.0857291748752406,0.103953961091403,1,0,0,0,3,0,2,68.08510638297872,38.297872340425535,2.23936170212766,0.52748597170014,0.22587825683499396,0.24660849087115358
2020-10-25,Yeni Malatyaspor,Genclerbirligi,2,1,5.0,6.0,0.0,0.0,11.0,5.0,1.1794871794871795,1.6666666666666667,0.85,2.05,0.7387648194099807,0.6788346186803771,1.331048271922308,1.284005376344086,1.5144678797904605,1.1313910311339617,0.0709443926494384,0.0802658495528208,0.1074430039188169,0.1215600509918406,1,0,0,0,3,0,1,25.64102564102564,20.0,0.9743589743589745,0.4606976817863679,0.25562804868741346,0.2836694772451812
2020-10-25,Alanyaspor,Karagumruk,2,0,4.0,4.0,1.0,1.0,19.0,7.0,1.7872340425531914,1.3404255319148937,1.1842105263157894,1.7236842105263157,1.119423472889499,0.9457448247869028,1.070502652737516,1.0796194114318052,1.9295325651121624,1.2677005098207423,0.0408751461215116,0.0518174435772376,0.0788699255451747,0.099983444823142,1,0,0,0,3,0,2,46.80851063829788,23.684210526315788,1.4627659574468086,0.5283997138227432,0.22142439390654997,0.2501403593173067
2020-10-26,Denizlispor,Besiktas,2,3,2.0,5.0,2.0,3.0,9.0,18.0,0.85,1.35,1.5851063829787233,1.25531914893617,0.5323924731182795,1.2659118671261098,1.0781491002570696,0.7862617250057194,0.6683224662548615,1.7089810206202485,0.0928004781360519,0.158594255838997,0.0620206444175165,0.1059921041961729,0,0,1,0,0,3,-1,20.0,41.48936170212766,0.95,0.14189323148191915,0.23318518080725542,0.6249090656389262
2020-10-26,Sivasspor,Rizespor,0,2,5.0,0.0,2.0,2.0,9.0,4.0,1.3085106382978724,1.053191489361702,1.118421052631579,2.039473684210526,0.8195778997940975,0.8932034456320751,0.8411092271509052,1.2774122807017545,1.6715075587905932,0.9407142672082492,0.0733713441695975,0.0690214702645872,0.1226407563781084,0.1153699092660976,0,0,1,0,0,3,-2,35.1063829787234,21.052631578947366,1.2925531914893618,0.5456106998747796,0.24284695951345492,0.21153190444453993
